tmdb	title	tagline	release	runtime	genres	overview	poster	backdrop	trailers
8489	Ali	Float like a butterfly and sting like a bee.	2001-12-11	127	Drama 	In 1964.. a brash.. new pro boxer.. fresh from his Olympic gold medal victory.. explodes onto the scene: Cassius Clay. Bold and outspoken.. he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game.. both Ali's personal and professional lives face the ultimate test.	/egzfj0JpgrVfpMXF4tfHpzEYM70.jpg	/gVtm7G5NtQxjFNA5ydqxslxjCuk.jpg	4HooryZXjcE 
241259	Alice Through the Looking Glass	It's time for a little madness.	2016-05-25	113	Adventure Family Fantasy 	In the sequel to Tim Burton's "Alice in Wonderland".. Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.	/uGsjYHPZ0NbI7GHrHlq98D4kFYB.jpg	/A6d09KtZKdVGSg0gzsldjDwwvhD.jpg	OiEG3Zr_Jxs dX-bT1SdKj8 f20pL_rn3DE KKE0Py64jmk 0xduIrmvnUE bSgTU0svg9M fomWLkyO_SY 
348	Alien	In space no one can hear you scream.	1979-05-25	117	Horror Sci-Fi 	During its return to the earth.. commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet.. a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.	/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg	/AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg	097uj1HjkbM zKPU_htSQDo MNZPs5AKibU 1flrUTItNPE WMnBD3xn_aU 
8078	Alien Resurrection	It's already too late.	1997-11-12	109	Sci-Fi Horror Action 	Two hundred years after Lt. Ripley died.. a group of scientists clone her.. hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.	/rKieU3TLipKPmC4yXmsiHBRLnMG.jpg	/4hqxQQsBJpktbFA7ERZxAeqMVYH.jpg	vu1tVYGsJ1Q 
126889	Alien: Covenant	The path to paradise begins in hell	2017-05-09	122	Horror Sci-Fi Thriller 	Bound for a remote planet on the far side of the galaxy.. the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise.. but is actually a dark.. dangerous world—which has a sole inhabitant: the 'synthetic'.. David.. survivor of the doomed Prometheus expedition.	/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg	/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg	H0VW6sg50Pk svnAD0TApb8 
8077	Alien³	The bitch is back.	1992-05-22	114	Sci-Fi Action Horror 	After escaping with Newt and Hicks from the alien planet.. Ripley crash lands on Fiorina 161.. a prison planet and host to a correctional facility. Unfortunately.. although Newt and Hicks do not survive the crash.. a more unwelcome visitor does. The prison does not allow weapons of any kind.. and with aid being a long time away.. the prisoners must simply survive in any way they can.	/hlabk6APJUeihZDaSD9N6iI0f4g.jpg	/9WO0CELoWq6tSdjqCs34Y0qek7l.jpg	TtOBa2SMSPs KUTaNMJJBa8 e45rAwndek8 
679	Aliens	This Time It's War	1986-07-18	127	Action Thriller Sci-Fi 	When Ripley's lifepod is found by a salvage crew over 50 years later.. she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.	/xwdPTZyyBa4U3V2N0EmozTCeEAY.jpg	/jMBpJFRtrtIXymer93XLavPwI3P.jpg	zBvTd9iFqG8 bTCaVjQ8nU4 oSeQQlaCZgU 8OxirbuHsBA P1G3MxTGhr0 e9_q5kEokR4 EvtOQ-MqMzk TIIyIDQOkbg ptEEe42ABdU H9JV7AuFNJo UAEE6ZWffMI 
399579	Alita: Battle Angel	An angel falls. A warrior rises.	2019-01-31	122	Action Sci-Fi Adventure 	When Alita awakens with no memory of who she is in a future world she does not recognize.. she is taken in by Ido.. a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.	/xRWht48C2V8XNfzvPehyClOvDni.jpg	/8RKBHHRqOMOLh5qW3sS6TSFTd8h.jpg	aj8mN_7Apcw QvHv-99VfcU w7pYhpJaJW8 U3D2vmWD88w islyzIqIBXQ puKWa8hrvA8 e3xdGx7Xa4w kO8fTk6oKQg qyTkUwjy52w yfq-_dbIM4Y hZi3Jx2EZFU e5qAsdNJjeo eMy2Qbq-mBQ hOMuRopLgxg IA2NI63uHrk 5yBV0Fjtma8 
446791	All the Money in the World	J. Paul Getty had a fortune. Everyone else paid the price.	2017-12-21	127	Thriller Drama Crime Mystery 	The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.	/q6nE9Hf0ezszjI4DbCxwzQ73MMy.jpg	/dSNFyArsIZP6JcOKmXwa3rqKkOr.jpg	KXHrCBkIxQQ 4ZjnDOK448E SKjOkBUVp7w flQhF8HOJpA m_ny3e2zXMg muk33nlCnQk 
891	All the President's Men	The most devastating detective story of this century.	1976-04-04	127	Drama History Mystery Thriller 	In the run-up to the 1972 elections.. Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National Headquarters. He is surprised to find top lawyers already on the defense case.. and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. After the editor of the Post runs with the story and assigns Woodward and Carl Bernstein to it.. they find the trail leading higher and higher in the Republican Party—and eventually into the White House itself.	/cPtSHR7D2WGsDBfnC5DxV927hKn.jpg	/eHUsvxdZzHyjdPbppBkYkW9EQUx.jpg	LvyglNQguFk vLt6djxhNe8 gn-sRMBbJoY 
347123	All the Way	Politics is war.	2016-05-23	127	Drama History TV Movie 	Lyndon B. Johnson's amazing 11-month journey from taking office after JFK's assassination.. through the fight to pass the 1964 Civil Rights Act and his own presidential campaign.. culminating on the night LBJ is actually elected to the office – no longer the 'accidental President.'	/j4AEurmnYoRsA1nHhRK9AE4j2CL.jpg	/aR1fm30JgnJhpoTOxZ9QSWtfDzb.jpg	gPvUOtxdFQM 
324253	All Things Must Pass	The rise and fall of Tower Records	2015-10-16	94	Documentary 	Established in 1960.. Tower Records was once a retail powerhouse with two hundred stores.. in thirty countries.. on five continents. From humble beginnings in a small-town drugstore.. Tower Records eventually became the heart and soul of the music world.. and a powerful force in the music industry. In 1999.. Tower Records made $1 billion. In 2006.. the company filed for bankruptcy. What went wrong? Everyone thinks they know what killed Tower Records: The Internet. But that's not the story. All Things Must Pass is a feature documentary film examining this iconic company's explosive trajectory.. tragic demise.. and legacy forged by its rebellious founder.. Russ Solomon.	/7oO565fLtDlx2Ief7Jn7YVsY0g.jpg	/8azdxVR1RU2BwTHmsocsGSCx1ho.jpg	DAepjF6_N68 
262504	Allegiant	Break the boundaries of your world	2016-03-09	121	Adventure Sci-Fi Action Mystery 	Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.	/eKjckEWBy1YGC1vnkJg9Ux9Khta.jpg	/lhNoqbZXk9MeAKJ0WPtn17X1X4E.jpg	LCywVLaNqCg PUSiFAEhq1w 0G0C-vMHcQY MJsDuGRiLqM Gvq6cMtT5nA 94nJo3WVPEE VZoNM1q6_8M OBdXW2Fhzvs 
369885	Allied	The enemy is listening.	2016-11-17	124	Action Drama War Romance Thriller 	In 1942.. an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London.. their relationship is tested by the pressures of war.	/sV4lXM32quwminL3TP36nlNPp7Q.jpg	/Acyjn5ITzMKX7o9hdOor6SE2IWZ.jpg	HSCQWX-pUSg j9S0qeWm8Zo 0f1_fbdB6RQ -hQGiozwHiI 4j57lkCaFLc Jue2_mLMqvY ImIAmFJQimI w2JQLC_4eI0 uSze6wMReFs qsjQlGNs3BY 
222936	Aloha	Sometimes you have to say goodbye before you can say hello.	2015-05-27	105	Drama Comedy Romance 	A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.	/58Y4CjcRX8AtMNtI0AXu9H7iebP.jpg	/1Z9wc3ZJpYTmUAEYi5PXhxup6kp.jpg	yBZnLY-0itg hZGP4AR46Eg 
399360	Alpha	Leaders are born from survival	2018-08-17	97	Adventure Drama 	In the prehistoric past.. Keda.. a young and inexperienced hunter.. struggles to return home after being separated from his tribe when bison hunting goes awry. On his way back he will find an unexpected ally.	/afdZAIcAQscziqVtsEoh2PwsYTW.jpg	/nKMeTdm72LQ756Eq20uTjF1zDXu.jpg	uIxnTi4GmCo 
489931	American Animals	You don't know where the line is until you cross it	2018-06-01	117	Drama Crime Documentary 	Lexington.. Kentucky.. 2004. Four young men attempt to execute one of the most audacious art heists in the history of the United States.	/aLbdKxgxuOPvs6CTlmzoOQ4Yg3j.jpg	/3ccBOsbVpgwN9K5whd2UB9ACebG.jpg	SKvPVvy2Kn8 
415842	American Assassin	Assassins aren't born. They're made.	2017-09-14	112	Action Thriller 	Following the murder of his fiancée.. Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.	/w6vjeHx3UEaBXIyc8VFqyZYKznD.jpg	/wb78lmqAXsUVG84xrmAOJBfgZHr.jpg	D9iWGcx4krg OLSyJT4y_I8 
14	American Beauty	Look closer.	1999-09-15	122	Drama 	Lester Burnham.. a depressed suburban father in a mid-life crisis.. decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.	/wby9315QzVKdW9BonAefg8jGTTb.jpg	/aG8EYucTWxBULAbDOrsMKzmoVbS.jpg	3ycmmJ6rxA8 
4982	American Gangster	There are two sides to the American dream	2007-11-02	127	Drama Crime 	Following the death of his employer and mentor.. Bumpy Johnson.. Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Partly based on a true story.	/8sV6nWuKczuXRt0C6EWoXqJAj6G.jpg	/7fIKu7MY7YGVdh9f3W94iYmotpG.jpg	BV_nssS6Zkg 
73	American History X	Some Legacies Must End.	1998-10-30	119	Drama 	Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother.. Danny Vineyard's narration.. we learn that before going to prison.. Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison.. Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.	/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg	/nOO83QWfbRxMdru0vtQ7jGNT5Bq.jpg	JsPW6Fj3BUI 
337170	American Made	Based on a True Lie	2017-08-08	115	Action Crime Comedy 	The true story of pilot Barry Seal.. who transported contraband for the CIA and the Medellin cartel in the 1980s.	/23ILgoPSO5ShKcTZOuiTVfqFAUB.jpg	/jcKzxRGYiXuS7ctTHLdw9wH8d7V.jpg	AEBIJRAkujM 
2105	American Pie	There's nothing like your first piece.	1999-07-09	95	Comedy Romance 	At a high-school party.. four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves.. they enter a pact to all "score." by their senior prom.	/5P68by2Thn8wHAziyWGEw2O7hco.jpg	/cvH1gNIMRITdLzoWv1HNAbRyH3n.jpg	Sithad108Og 
2770	American Pie 2	This Summer It's All About Sticking Together.	2001-08-10	108	Comedy Romance 	The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen.. even if the preparation doesn't always go to plan. Especially when Stifler.. Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...	/wa3vePBNEfAJtzXs8WFTyD7bliD.jpg	/omrH6k9RDByIJCjiu9ximv9qZNJ.jpg	ntxIBzJ0tU8 
1359	American Psycho	I think my mask of sanity is about to slip.	2000-01-21	102	Thriller Drama Crime Horror 	A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical.. gratuitous fantasies.	/AdBOkKdmeYLWDZ1b9PCpyesiudo.jpg	/2Tawvc0JMmR9nBXD3nhBThTQP2X.jpg	5YnGhW4UEhc 
190859	American Sniper	The most lethal sniper in U.S. history.	2014-12-11	127	War Action 	U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States.. Kyle serves four tours of duty in Iraq. However.. when he finally returns home.. he finds that he cannot leave the war behind.	/i1U46OwMc6vlm7OoSUKfqUH615e.jpg	/tmCdlpd3hSxT6FDF5VWkI4R3DEk.jpg	cRbAXWfthtA 5bP1f_1o-zo 
8273	American Wedding	Forever hold your piece.	2003-08-01	103	Comedy Romance 	With high school a distant memory.. Jim and Michelle are getting married -- and in a hurry.. since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever.. doling out advice no one wants to hear.	/iQAHdYEQwHP5eTz2amOItX4WI5r.jpg	/2ZKMFAO7kiInBe1VqcZKHJ6JaK.jpg	YmIIHsPa2F8 4bqeLmhNbfI 
432602	An Inconvenient Sequel: Truth to Power	Fight like your world depends on it	2017-07-28	100	Documentary 	A decade after An Inconvenient Truth brought climate change into the heart of popular culture comes the riveting and rousing follow-up that shows just how close we are to a real energy revolution. Vice President Al Gore continues his tireless fight.. traveling around the world training an army of climate champions and influencing international climate policy. Cameras follow him behind the scenes—in moments private and public.. funny and poignant—as he pursues the empowering notion that while the stakes have never been higher.. the perils of climate change can be overcome with human ingenuity and passion.	/2WauUg4DcUxng5nwhisu7UFZq4Z.jpg	/9trJj4yG18FGT29pPnUjtJd2ouq.jpg	huX1bmfdkyA 
1781	An Inconvenient Truth	By far the most terrifying film you will ever see.	2006-05-24	100	Documentary 	A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.	/xgxVyBK0ZSAvWDi88KtPMBf4teo.jpg	/4Nx3XAGPwv5AfdrSq9LFDEACl3T.jpg	wnjx6KETmi4 
9932	Analyze That	Back in therapy	2002-12-06	96	Comedy Crime 	The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally.. he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice.. as well as an excess stock of stress.	/viv9y8R69TZJXtUz9vXECOo05Bk.jpg	/vzl51eB0VWev5lMk3zu3vjBMkjQ.jpg	vF-lF7slKV4 
9535	Analyze This	New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.	1999-03-05	103	Comedy Crime 	Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the "family.." unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy.. well-adjusted gangster.	/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg	/vQIfm267TN8Er0xTy6QnLcBGr5v.jpg	ejjjWYYST1Q 
8699	Anchorman: The Legend of Ron Burgundy	They bring you the news so you don't have to get it yourself.	2004-07-09	95	Comedy 	It's the 1970s.. and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV.. but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.	/mhZIcRePT7U8viFQVjt1ZjYIsR4.jpg	/6DyYZe5WiUOnQ20EBEZCtUcLxdL.jpg	NJQ4qEWm9lU NoKD6F10hbc -T3wnP91OnI 
13448	Angels & Demons	The holiest event of our time. Perfect for their return.	2009-05-13	127	Thriller Mystery 	Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret.. underground organization - after four cardinals are kidnapped on the night of the papal conclave.	/uRBapeuwV8yy4in4BkETHBDmWkH.jpg	/nfmXo6iiciu4RdIc2Q5EBwOEtkp.jpg	ArdNQUUcZOM zzjv-GUEDfg 
44629	Animal Kingdom	A crime story	2010-06-03	113	Drama Thriller Crime Mystery 	Following the death of his mother.. J finds himself living with his estranged family.. under the watchful eye of his doting grandmother.. Smurf.. mother to the Cody boys. J quickly comes to believe that he is a player in this world. But.. as he soon discovers.. this world is far larger and more menacing than he could ever imagine. J finds himself at the center of a cold-blooded revenge plot that turns the family upside down.	/fYvGiBEPaN9kYAkpRJTZNF6CFMF.jpg	/ceVWK6awEEW7TiAXpwYbm310qxs.jpg	YNszOl14AWg 
